Date,Ne-401,Ne-402,Ne-403,Ne-503,Ne-504,Ne-505,Ne-506,Ne-507,Ne-604,Ne-801,Ne-802,Ne-803,Ne-805,Ne-806
12.02.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.61,-9999,-9999,-9999,-9999,-9999
27.02.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.42,-9999,-9999,-9999,-9999,-9999
13.03.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.52,-9999,-9999,-9999,-9999,-9999
27.03.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.29,-9999,-9999,-9999,-9999,-9999
03.04.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.3,-9999,-9999,-9999,-9999,-9999
09.04.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.2,-9999,-9999,-9999,-9999,-9999
17.04.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.28,-9999,-9999,-9999,-9999,-9999
24.04.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.31,-9999,-9999,-9999,-9999,-9999
30.04.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.3,-9999,-9999,-9999,-9999,-9999
08.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.15,-9999,-9999,-9999,-9999,-9999
15.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,328.52,-9999,-9999,-9999,-9999,-9999
19.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,328.15,-9999,-9999,-9999,-9999,-9999
22.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,328.15,-9999,-9999,-9999,-9999,-9999
26.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,328.24,-9999,-9999,-9999,-9999,-9999
27.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.77,-9999,-9999,-9999,-9999,-9999
28.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.77,-9999,-9999,-9999,-9999,-9999
30.05.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.57,-9999,-9999,-9999,-9999,-9999
02.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.55,-9999,-9999,-9999,-9999,-9999
03.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.47,-9999,-9999,-9999,-9999,-9999
06.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.3,-9999,-9999,-9999,-9999,-9999
10.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.27,-9999,-9999,-9999,-9999,-9999
12.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.28,-9999,-9999,-9999,-9999,-9999
18.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.21,-9999,-9999,-9999,-9999,-9999
26.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.1,-9999,-9999,-9999,-9999,-9999
03.07.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.07,-9999,-9999,-9999,-9999,-9999
10.07.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.02,-9999,-9999,-9999,-9999,-9999
17.07.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.04,-9999,-9999,-9999,-9999,-9999
25.07.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.96,-9999,-9999,-9999,-9999,-9999
31.07.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.95,-9999,-9999,-9999,-9999,-9999
19.08.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.92,-9999,-9999,-9999,-9999,-9999
28.08.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.92,-9999,-9999,-9999,-9999,-9999
10.09.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.92,-9999,-9999,-9999,-9999,-9999
18.09.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.96,-9999,-9999,-9999,-9999,-9999
25.09.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.05,-9999,-9999,-9999,-9999,-9999
02.10.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.01,-9999,-9999,-9999,-9999,-9999
08.10.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.1,-9999,-9999,-9999,-9999,-9999
16.10.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.89,-9999,-9999,-9999,-9999,-9999
23.10.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.86,-9999,-9999,-9999,-9999,-9999
29.10.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.85,-9999,-9999,-9999,-9999,-9999
06.11.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.83,-9999,-9999,-9999,-9999,-9999
13.11.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.82,-9999,-9999,-9999,-9999,-9999
15.12.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.85,-9999,-9999,-9999,-9999,-9999
06.02.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.04,-9999,-9999,-9999,-9999,-9999
04.03.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.83,-9999,-9999,-9999,-9999,-9999
22.03.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.96,-9999,-9999,-9999,-9999,-9999
29.03.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.84,-9999,-9999,-9999,-9999,-9999
01.04.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.91,-9999,-9999,-9999,-9999,-9999
08.04.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.02,-9999,-9999,-9999,-9999,-9999
15.04.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327,-9999,-9999,-9999,-9999,-9999
16.04.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327,-9999,-9999,-9999,-9999,-9999
19.04.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.99,-9999,-9999,-9999,-9999,-9999
20.04.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.99,-9999,-9999,-9999,-9999,-9999
21.04.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327,-9999,-9999,-9999,-9999,-9999
13.05.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.94,-9999,-9999,-9999,-9999,-9999
27.05.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.87,-9999,-9999,-9999,-9999,-9999
09.06.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.9,-9999,-9999,-9999,-9999,-9999
15.06.2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.78,-9999,-9999,-9999,-9999,-9999
23.03.2009,-9999,-9999,-9999,-9999,336.98,332.42,331.95,-9999,-9999,330.84,329.55,329.43,331.2,331.46
04.08.2009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.11,-9999,-9999,-9999,-9999,-9999
25.08.2009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.02,-9999,329.19,329.23,-9999,-9999
16.09.2009,-9999,332.04,331.99,-9999,-9999,-9999,-9999,-9999,327.05,330.24,329.16,329.2,330.74,331.06
25.09.2009,-9999,331.9,331.91,-9999,-9999,-9999,-9999,-9999,327,330.25,329.1,329,330.73,331.04
02.10.2009,333.38,331.71,331.7,-9999,-9999,-9999,-9999,-9999,326.94,330.1,328.93,328.96,330.52,330.84
08.10.2009,333.29,331.74,331.68,-9999,-9999,-9999,-9999,-9999,327.04,330.05,328.96,329,330.48,330.8
15.10.2009,333.24,331.6,331.59,-9999,-9999,-9999,-9999,-9999,326.97,329.95,328.88,328.75,330.42,330.74
22.10.2009,333.18,331.49,331.5,-9999,-9999,-9999,-9999,-9999,326.92,329.87,328.77,328.66,330.31,330.65
29.10.2009,333.1,331.39,331.41,-9999,-9999,-9999,-9999,-9999,326.88,329.74,328.67,328.72,330.19,330.52
04.11.2009,333.06,331.39,331.4,-9999,-9999,-9999,-9999,-9999,326.9,329.69,328.62,328.53,330.15,330.49
20.11.2009,333.03,331.54,331.49,-9999,-9999,-9999,-9999,-9999,327.02,329.75,328.85,328.9,330.3,330.64
25.11.2009,333.01,331.43,331.45,-9999,-9999,-9999,-9999,-9999,327.03,329.79,328.74,328.78,330.27,330.6
17.12.2009,333.05,331.12,331.19,-9999,-9999,-9999,-9999,-9999,326.86,329.57,328.57,328.6,329.97,330.32
29.12.2009,333.13,331.21,331.26,-9999,-9999,-9999,-9999,-9999,326.89,329.6,328.45,328.53,330.01,330.35
25.01.2010,333.96,331.82,331.74,-9999,-9999,-9999,-9999,-9999,326.94,330.09,328.89,329.03,330.5,330.83
05.02.2010,333.67,331.94,331.99,-9999,-9999,-9999,-9999,-9999,327.05,330.32,329.12,329.16,330.73,331.03
18.02.2010,333.78,332.11,332.13,-9999,-9999,-9999,-9999,-9999,327.01,330.43,329.27,329.31,330.86,331.15
01.03.2010,333.89,332.29,332.33,-9999,-9999,-9999,-9999,-9999,327.71,330.57,329.47,329.36,331.04,331.33
15.03.2010,333.92,332.25,332.31,-9999,-9999,-9999,-9999,-9999,327.05,330.49,329.31,329.44,330.9,331.23
12.04.2010,333.73,331.9,331.92,-9999,-9999,-9999,-9999,-9999,326.93,-9999,329.05,328.95,330.67,331.06
31.05.2010,-9999,331.66,331.63,-9999,-9999,-9999,-9999,-9999,326.96,330,328.83,328.88,330.44,330.85
21.06.2010,333.55,331.6,331.54,-9999,-9999,-9999,-9999,-9999,327,329.87,328.79,328.73,330.32,330.73
13.07.2010,333.5,331.42,331.48,-9999,-9999,-9999,-9999,-9999,326.86,329.82,328.57,328.55,330.27,330.67
02.09.2010,333.57,331.86,331.8,-9999,-9999,-9999,-9999,-9999,327.04,329.96,328.9,328.96,330.53,330.9
16.09.2010,333.55,331.72,331.79,-9999,-9999,-9999,-9999,-9999,327.03,330.01,328.89,328.8,330.54,330.92
14.10.2010,333.35,331.52,331.49,-9999,-9999,-9999,-9999,-9999,326.87,329.72,328.54,328.62,330.23,330.58
24.11.2010,333.2,331.22,331.28,-9999,-9999,-9999,-9999,-9999,326.88,329.44,328.29,328.3,329.95,330.32
20.01.2011,334.85,333.38,333.46,-9999,-9999,-9999,-9999,-9999,327.71,332.1,330.89,330.82,332.38,332.66
25.03.2011,333.95,332.05,332.04,-9999,-9999,-9999,-9999,-9999,326.97,330.67,329.44,329.37,330.98,331.3
21.04.2011,333.77,331.88,331.84,-9999,-9999,-9999,-9999,-9999,326.95,330.27,329.08,329,330.66,331
12.05.2011,333.7,331.77,331.77,-9999,-9999,-9999,-9999,-9999,326.93,330.13,328.97,328.85,330.57,330.93
26.05.2011,333.59,331.65,331.62,-9999,-9999,-9999,-9999,-9999,326.87,329.95,328.79,328.66,330.38,330.76
14.06.2011,333.45,331.48,331.48,-9999,-9999,-9999,-9999,-9999,326.87,329.74,328.55,328.45,330.18,330.55
21.07.2011,333.5,331.47,331.49,-9999,-9999,-9999,-9999,-9999,326.9,329.57,328.41,328.46,330.11,330.47
09.08.2011,333.52,331.48,331.46,-9999,-9999,-9999,-9999,-9999,327,329.62,328.42,328.36,330.18,330.54
13.09.2011,333.41,331.49,331.46,-9999,-9999,-9999,-9999,-9999,326.93,329.63,328.5,328.53,330.17,330.55
29.09.2011,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.95,-9999,328.64,328.7,330.33,330.68
11.10.2011,-9999,331.29,331.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.08,330.43
14.11.2011,333.13,331.38,331.42,-9999,-9999,-9999,-9999,-9999,326.87,329.37,328.34,328.25,329.98,330.33
12.12.2011,333.06,331.16,331.21,-9999,-9999,-9999,-9999,-9999,326.91,329.27,328.11,327.94,329.81,330.17
27.12.2011,333.23,331.43,331.32,-9999,-9999,-9999,-9999,-9999,327.81,329.31,328.1,328.07,329.89,330.23
26.01.2012,333.75,331.99,332.01,-9999,-9999,-9999,-9999,-9999,327.45,330.12,328.89,328.9,330.66,330.98
27.01.2012,-9999,-9999,-9999,337.7,336.51,331.98,331.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09.02.2012,-9999,-9999,-9999,337.75,336.61,332.07,331.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15.02.2012,-9999,-9999,-9999,337.54,336.07,331.97,331.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999
23.02.2012,-9999,-9999,-9999,337.47,336.34,331.92,331.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28.02.2012,-9999,-9999,-9999,337.62,336.28,331.88,331.37,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.03.2012,333.53,331.67,331.64,337.7,336.47,331.69,331.24,-9999,326.93,330.07,328.87,328.92,330.43,330.79
25.04.2012,333.41,331.43,331.48,337.46,336.17,331.54,330.89,-9999,326.59,329.85,328.59,328.53,330.35,330.66
07.05.2012,333.25,331.17,331.29,337.64,336.37,331.35,331.63,-9999,326.8,329.71,328.49,328.5,330.13,330.48
25.05.2012,333.24,331.43,331.43,-9999,-9999,-9999,-9999,-9999,326.87,329.42,328.22,328.11,329.53,330.27
29.05.2012,-9999,-9999,-9999,337.6,336.32,331.33,331.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14.06.2012,333.02,331.35,331.29,337.39,336.08,331.17,330.98,-9999,326.94,329.42,328.37,328.4,330.07,330.48
26.07.2012,333.23,331.22,331.28,337.62,336.41,331.23,330.72,-9999,326.94,329.47,328.41,328.4,329.98,330.33
10.08.2012,333.13,331.17,331.23,-9999,-9999,-9999,-9999,-9999,326.85,329.35,328.23,328.28,329.85,330.27
17.08.2012,-9999,-9999,-9999,337.44,336.29,331.17,330.77,-9999,-9999,-9999,-9999,-9999,-9999,-9999
23.08.2012,333.2,331.32,331.34,337.54,336.29,331.2,330.94,-9999,326.87,329.37,328.27,328.33,329.96,330.34
06.09.2012,333.2,331.37,331.42,337.44,336.25,331.33,330.9,-9999,326.87,329.47,328.33,328.3,330.05,330.38
18.09.2012,332.77,331.01,331.15,-9999,-9999,331.07,330.46,-9999,326.85,329.3,328.23,328.13,329.75,330.1
27.09.2012,-9999,-9999,-9999,337.52,336.22,331.01,330.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29.09.2012,332.71,331.04,331.14,-9999,-9999,-9999,-9999,-9999,326.84,329.28,328.2,327.91,329.65,330.04
04.10.2012,333.05,331.25,331.26,337.51,336.23,331.09,330.87,-9999,326.87,329.17,328.09,328.13,329.75,330.12
24.10.2012,333.1,331.27,331.32,337.49,336.21,331.22,330.87,-9999,326.83,329.36,328.19,328.13,329.94,330.3
12.11.2012,333.18,331.19,331.25,337.57,336.33,331.15,330.74,-9999,327.41,329.29,328.14,328.07,329.83,330.2
08.02.2013,334.25,332.41,332.49,338.19,337.19,332.47,331.97,-9999,327.57,330.98,329.79,329.66,331.28,331.52
06.03.2013,334.2,332.44,332.52,338.24,337.07,332.53,331.96,-9999,327.23,331.06,329.79,329.75,331.35,331.63
28.03.2013,334.1,332.41,332.42,338.16,336.94,332.43,332.03,-9999,327.15,330.87,329.76,329.77,331.27,331.6
14.04.2013,-9999,-9999,-9999,338.14,336.94,332.47,331.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15.04.2013,334.11,332.37,332.44,-9999,-9999,-9999,-9999,-9999,327.37,330.92,329.76,329.62,331.33,331.67
07.05.2013,334,332.03,332.1,338.14,336.89,332.2,331.56,-9999,327.65,330.67,329.49,329.53,331.2,331.43
24.05.2013,334.11,332.22,332.26,338.26,337.09,332.35,331.62,-9999,327.05,330.85,-9999,329.6,331.16,331.48
07.06.2013,334.65,332.85,333.04,338.74,337.79,333.25,332.34,-9999,327.78,331.97,330.69,330.64,332.13,332.28
19.06.2013,334.65,332.7,332.86,338.74,337.64,333.02,332.13,-9999,327.48,331.72,330.48,330.43,331.73,332.08
08.07.2013,334.4,332.16,332.76,338.46,337.27,332.73,332.26,-9999,327.55,331.36,329.92,329.77,331.45,331.68
23.07.2013,334.25,332.57,332.6,338.32,337.07,332.55,332.07,-9999,327.13,330.94,329.64,329.5,331.28,331.48
31.07.2013,334.25,332.47,332.49,-9999,-9999,-9999,-9999,-9999,327.27,330.83,329.69,329.66,331.19,331.41
06.08.2013,-9999,-9999,-9999,338.29,337.04,332.45,332,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20.08.2013,334.15,332.37,332.38,338.24,336.99,332.35,331.92,-9999,327.11,330.67,329.49,329.5,331.08,331.28
29.08.2013,334.12,332.52,332.46,338.16,336.91,332.39,332.11,-9999,327.2,330.67,329.58,329.59,331.15,331.35
06.09.2013,334.09,332.5,332.49,338.14,336.88,332.39,332.12,-9999,327.17,330.7,329.58,329.6,331.18,331.38
19.09.2013,334.07,332.2,332.21,338.14,336.9,332.22,331.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20.09.2013,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.35,330.53,329.37,329.23,330.91,331.12
09.10.2013,334.13,332.22,332.14,338.12,336.95,332.24,331.75,-9999,326.99,330.53,329.31,329.27,330.9,331.09
24.10.2013,334.25,332.5,332.56,338.22,337.12,332.46,332.05,-9999,327.05,330.69,329.34,329.31,331.13,331.32
08.11.2013,334.17,332.49,332.54,338.13,336.97,332.42,332.05,-9999,327.3,330.69,329.34,329.26,331.13,331.33
15.11.2013,334.22,332.67,332.64,338.16,337.07,332.52,332.27,-9999,327.47,330.76,329.66,329.7,331.28,331.47
04.12.2013,334.35,332.81,332.89,338.21,337.14,332.72,332.41,-9999,327.2,331.01,329.69,329.7,331.48,331.65
18.12.2013,334.25,332.76,332.81,338.13,336.94,332.65,332.32,-9999,327.15,330.97,329.74,329.63,331.46,331.63
09.01.2014,334.3,332.55,332.67,338.28,337.16,332.67,332.07,-9999,327.36,331.09,329.79,329.8,331.48,331.68
23.01.2014,334.35,332.62,332.72,338.34,337.23,332.72,332.14,-9999,327.35,331.19,329.96,329.92,331.57,331.75
06.02.2014,334.32,332.7,332.77,338.32,337.1,332.71,332.26,-9999,327.31,331.17,330.01,329.9,331.55,331.72
19.02.2014,334.22,332.39,332.51,338.31,337.06,332.55,331.94,-9999,327.25,331.04,329.89,329.85,331.38,331.6
25.02.2014,334.2,332.36,332.44,338.42,337.09,332.52,331.92,-9999,327.11,331.02,329.74,329.91,331.37,331.58
11.03.2014,334.2,332.41,332.5,338.29,337.08,332.51,331.93,-9999,327.13,330.98,329.84,329.81,331.18,331.43
28.03.2014,334.13,332.47,332.49,338.24,336.95,332.47,332.03,-9999,327.17,330.86,329.74,329.69,331.28,331.5
11.04.2014,334.02,332.15,332.19,338.17,336.86,332.27,331.67,-9999,327.1,-9999,329.46,329.45,331.08,331.32
14.04.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.69,-9999,-9999,-9999,-9999
30.04.2014,333.88,331.97,331.98,338.11,336.74,332.1,331.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09.05.2014,333.87,331.91,331.92,338.09,336.74,332.05,331.46,-9999,327.06,330.41,329.19,329.2,330.8,331.1
21.05.2014,333.83,331.87,331.85,338.06,336.71,331.97,331.39,-9999,327.02,330.27,329.09,329.09,330.71,330.98
06.06.2014,333.77,331.74,331.71,338.02,336.7,331.85,331.24,-9999,326.95,330.12,328.91,328.92,330.38,330.86
20.06.2014,333.65,331.57,331.59,337.94,336.62,331.72,331.05,-9999,326.95,329.97,328.73,328.72,330.43,330.73
30.06.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.64
07.07.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.6
14.07.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.57
21.07.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.54
28.07.2014,333.68,331.61,331.54,337.96,336.74,331.63,331.16,-9999,326.95,329.76,328.68,328.72,330.08,330.58
04.08.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.74
11.08.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.79
14.08.2014,333.84,331.83,331.84,338.04,336.85,331.87,331.27,-9999,326.92,330.02,328.81,328.72,330.5,330.83
27.08.2014,333.75,331.79,331.79,337.95,336.71,331.81,331.36,-9999,326.93,329.96,328.77,328.83,330.45,330.75
01.09.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.76
08.09.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.76
11.09.2014,333.65,331.57,331.6,337.89,336.62,331.7,331.06,-9999,326.87,329.93,328.76,328.67,330.42,330.73
22.09.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.64
29.09.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.61
06.10.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.6
14.10.2014,333.49,331.44,331.44,337.84,336.54,331.53,330.94,-9999,326.8,329.77,328.65,328.69,330.23,330.58
20.10.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.84,-9999,-9999,-9999,-9999,330.56
24.10.2014,333.52,331.42,331.43,337.84,336.59,331.53,330.91,-9999,327,329.77,328.67,328.6,330.23,330.57
03.11.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.84,-9999,-9999,-9999,-9999,330.66
06.11.2014,333.53,331.52,331.51,337.85,336.66,331.62,331.1,-9999,-9999,329.87,-9999,-9999,330.53,-9999
12.11.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.85,-9999,328.81,328.82,330.36,330.72
17.11.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.53,-9999,-9999,-9999,-9999,330.77
24.11.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.95,-9999,-9999,-9999,-9999,331.01
02.12.2014,333.85,332.03,331.96,-9999,-9999,332.07,331.64,-9999,326.94,330.35,329.17,329.05,330.74,331.08
05.12.2014,-9999,-9999,-9999,337.96,336.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08.12.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.94,-9999,-9999,-9999,-9999,330.99
15.12.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327,-9999,-9999,-9999,-9999,330.96
18.12.2014,333.81,331.87,331.95,337.94,336.67,331.96,331.41,-9999,326.93,330.24,328.98,328.87,330.66,331
29.12.2014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.91,-9999,-9999,-9999,-9999,330.9
05.01.2015,333.72,331.69,331.69,337.94,336.69,331.8,331.21,-9999,327.93,330.11,329.05,328.99,330.52,330.87
14.01.2015,334,332.05,332.04,338.06,336.91,332.07,331.56,-9999,327.25,330.42,329.21,329.15,330.78,331.11
19.01.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.31,-9999,-9999,329.33,-9999,331.23
26.01.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.09,-9999,-9999,329.38,-9999,331.4
29.01.2015,334.15,332.44,332.56,338.23,337.09,332.45,331.99,-9999,327.15,330.8,329.53,329.54,331.18,331.46
06.02.2015,334.24,332.52,332.64,-9999,-9999,-9999,-9999,-9999,327.09,330.87,329.58,329.5,331.25,331.53
09.02.2015,-9999,-9999,-9999,338.27,337.02,332.53,332.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16.02.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.05,-9999,-9999,329.54,-9999,331.58
18.02.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,330.78,-9999,-9999,-9999,-9999
23.02.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.09,-9999,-9999,329.63,-9999,331.54
02.03.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.66,-9999,-9999,329.59,-9999,331.53
09.03.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.21,-9999,-9999,329.47,-9999,331.48
13.03.2015,334.13,332.37,332.42,338.26,336.98,332.4,331.92,-9999,327.12,-9999,329.54,329.43,331.16,331.5
23.03.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.02,-9999,-9999,329.5,-9999,331.4
30.03.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.33,-9999,-9999,329.42,-9999,331.38
06.04.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.37,-9999,-9999,329.42,-9999,331.34
14.04.2015,333.95,331.97,331.99,338.18,336.87,332.14,331.5,-9999,326.98,330.53,329.35,329.34,330.9,331.26
20.04.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.97,-9999,-9999,329.32,-9999,331.22
24.04.2015,333.95,332.07,332.07,338.15,336.84,332.16,331.61,-9999,326.95,330.49,329.36,329.37,330.93,331.29
04.05.2015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,327.85,-9999,-9999,329.26,-9999,331.2
